9124,с.,Болярци,Аврен,Варна,43.069858,27.797605
6681,с.,Болярци,Кърджали,Кърджали,41.704613,25.454407
4114,с.,Болярци,Садово,Пловдив,42.067452,24.955674
9472,с.,Бонево,Тервел,Добрич,43.729644,27.379873
4233,с.,Бор,Асеновград,Пловдив,41.835751,25.04794
4144,с.,Борец,Брезово,Пловдив,42.346089,24.930912
4961,с.,Борие,Рудозем,Смолян,41.499083,24.873456
4926,с.,Борика,Мадан,Смолян,41.565819,24.922296
2064,с.,Борика,Ихтиман,София,42.487811,23.662226
5335,с.,Борики,Габрово,Габрово,42.874927,25.362311
4762,с.,Бориково,Смолян,Смолян,41.493177,24.613081
3838,с.,Бориловец,Бойница,Видин,43.998545,22.497198
6046,с.,Борилово,Стара Загора,Стара Загора,42.482722,25.552363
5672,с.,Борима,Троян,Ловеч,42.973725,24.578425
4464,с.,Боримечково,Лесичово,Пазарджик,42.401587,24.124406
4824,с.,Борино,Борино,Смолян,41.683555,24.292536
4905,с.,Бориново,Мадан,Смолян,41.475557,24.948576
8999,с.,Боринци,Котел,Сливен,42.934734,26.212441
5889,с.,Борислав,Пордим,Плевен,43.320061,24.965177
6478,с.,Бориславци,Маджарово,Хасково,41.661097,25.925275
7064,с.,Борисово,Сливо Поле,Русе,43.933831,26.231189
8731,с.,Борисово,Елхово,Ямбол,42.292139,26.729619
2407,с.,Борнарево,Радомир,Перник,42.536017,22.932254
8898,с.,Боров Дол,Твърдица,Сливен,42.732488,26.082567
3240,с.,Борован,Борован,Враца,43.427409,23.754278
2626,с.,Боровец,Кочериново,Кюстендил,42.105966,23.021436
2010,к.к.,Боровец,Самоков,София,42.270506,23.605659
4923,с.,Боровина,Мадан,Смолян,41.585363,24.92567
3955,с.,Боровица,Белоградчик,Видин,43.578325,22.733745
6790,с.,Боровица,Ардино,Кърджали,41.657973,25.220922
2884,с.,Боровичене,Петрич,Благоевград,41.419744,23.010526
2904,с.,Борово,Гоце Делчев,Благоевград,41.592896,23.734527
7174,гр.,Борово,Борово,Русе,43.485592,25.809047
4243,с.,Борово,Лъки,Пловдив,41.846524,24.873677
6070,с.,Борово,Стара Загора,Стара Загора,42.252843,25.573787
6698,с.,Боровско,Черноочене,Кърджали,41.733377,25.232675
3528,с.,Боровци,Берковица,Монтана,43.32222,23.176239
5333,с.,Борското,Габрово,Габрово,42.897072,25.168689
