21538,"ЕК Мобилен офис - Брегово,  ",3790,"44.151389,22.638778",100
22000,"ЕК Мобилен офис - Вълкосел,  ",2930,"41.529356,23.987751",100
21540,"ЕК Мобилен офис - Вълчи дол,  ",9280,"43.405355,27.557378",100
21541,"ЕК Мобилен офис - Върбица,  ",3056,"42.994036,26.671901",100
21542,"ЕК Мобилен офис - Глоджево,  ",7040,"43.7376617,26.3931269",100
21543,"ЕК Мобилен офис - Градец,  ",8990,"42.794137,26.541716",100
21544,"ЕК Мобилен офис - Долни Чифлик,  ",9120,"42.991451,27.719294",100
21545,"ЕК Мобилен офис - Дорково,  ",4641,"42.044915,24.1305",100
21546,"ЕК Мобилен офис - Драгоман,  ",2210,"42.922252,22.930074",100
21547,"ЕК Мобилен офис - Езерово,  ",9168,"43.199191,27.766752",100
21548,"ЕК Мобилен офис - Жеравна,  ",8988,"42.833135,26.459219",100
21549,"ЕК Мобилен офис - Каблешково,  ",8210,"42.659411,27.566102545",100
21550,"ЕК Мобилен офис - Костандово,  ",4644,"42.02442,24.10997",100
21551,"ЕК Мобилен офис - Кочериново,  ",2640,"42.086523,23.05847",100
21552,"ЕК Мобилен офис - Лозница,  ",7290,"43.371419,26.598377",100
21553,"ЕК Мобилен офис - Опака,  ",7840,"43.4433109,26.1649067",100
21554,"ЕК Мобилен офис - Рила,  ",2630,"42.126242,23.132903",100
21557,"ЕК Мобилен офис - Угърчин,  ",5580,"43.0959615,24.420119",100
21558,"ЕК Мобилен офис - Червена вода,  ",7051,"43.810377,26.116181",100
21559,"ЕК Мобилен офис - Ябланово,  ",8989,"42.986422,26.549335",100
21560,"ЕК Мобилен офис - Якоруда,  ",2790,"42.018665,23.670624",100
21561,"ЕК Момчилград, ул. Маказа 3",6800,"41.524134400344,25.411798212199",100
21563,"ЕК Монтана Индустриална, ул. Индустриална 30",3400,"43.414192324188,23.231622653933",100
21564,"ЕК Монтана Младост 2, бул. Монтана 27",3400,"43.42397,23.22525",100
21565,"ЕК Монтана Пъстрина, бул. Александър Стамболийски ",3400,"43.40095,23.23316",100
21566,"ЕК Монтана Театъра, ул. Извора 7Б",3400,"43.407979271889,23.223332786578",100
21562,"ЕК Монтана, бул. Трети март 13",3400,"43.40159,23.2213",100
21567,"ЕК Негован, ул. Васил Левски 45А",1222,"42.767984259786,23.4071654776",100
21569,"ЕК Несебър Склад,  1",8230,"42.665412866202,27.706973399445",100
21568,"ЕК Несебър, ул. Еделвайс 43",8230,"42.65967001155,27.714193076903",100
21570,"ЕК Нова Загора Базара, ул. Петко Енев 78",8900,"42.492085869224,26.00708915885",100
21571,"ЕК Нова Загора В.Левски, ул. Васил Левски 66",8900,"42.496685053038,26.011321970431",100
21573,"ЕК Нови Искър Кумарица, ул. Искърско дефиле 120А",1280,"42.800797397504,23.341649314718",100
21572,"ЕК Нови Искър, ул. Търговска 18",1280,"42.819132972315,23.355416837692",100
21574,"ЕК Нови Пазар, ул. Хаджи Димитър 14",9900,"43.341830223381,27.197707581625",100
21962,"ЕК Нови хан, ул. Оборище 11А",2110,"42.599466359652,23.594424310799",100
21963,"ЕК Обзор, ул. Трети март 3",8250,"42.81753,27.88351",100
21576,"ЕК Омуртаг, ул. Родопи 38",7900,"43.111892516902,26.417962005692",100
21577,"ЕК Оряхово, ул. 6-ти септември 22",3300,"43.733161261024,23.96067989682",100
21578,"ЕК Павел баня, ул. Освобождение 31",6155,"42.596856311489,25.204200299301",100
21580,"ЕК Павликени 24/7 Еконтомат, бул. Руски 59",5200,"43.233719449102,25.318191936569",100
21581,"ЕК Павликени Цар Иван Асен, ул. Атанас Хаджиславче",5200,"43.235031929394,25.30748769154",100
21579,"ЕК Павликени, пл. Стефан Караджа 16",5200,"43.236182377561,25.30010679945",100
21583,"ЕК Пазарджик Булаир, ул. Булаир 27",4400,"42.188207352458,24.33748440937",100
21584,"ЕК Пазарджик Запад, бул. Христо Ботев 88",4400,"42.195396411631,24.320875626984",100
21585,"ЕК Пазарджик Канала, бул. България 55",4400,"42.187147743957,24.326270324888",100
21586,"ЕК Пазарджик Механото, ул. Тодор Каблешков 10",4400,"42.1991303,24.3276326",100
21587,"ЕК Пазарджик Пазара, ул. Цар Симеон 1",4400,"42.1944,24.33628",100
21588,"ЕК Пазарджик Стефан Стамболов, бул. Стефан Стамбол",4400,"42.18417,24.34927",100
21582,"ЕК Пазарджик, ул. Мильо войвода 5",4400,"42.175694646395,24.323055915518",100
21590,"ЕК Панагюрище Сити Център, пл. 20-ти април 1",4500,"42.506147308502,24.188063284712",100
21589,"ЕК Панагюрище, ул. Георги Бенковски 25",4500,"42.500168193782,24.188306003635",100
